,apple_pie,baby_back_ribs,baklava,beef_carpaccio,beef_tartare,beet_salad,beignets,bibimbap,bread_pudding,breakfast_burrito,bruschetta,caesar_salad,cannoli,caprese_salad,carrot_cake,ceviche,cheese_plate,cheesecake,chicken_curry,chicken_quesadilla,chicken_wings,chocolate_cake,chocolate_mousse,churros,clam_chowder,club_sandwich,crab_cakes,creme_brulee,croque_madame,cup_cakes,deviled_eggs,donuts,dumplings,edamame,eggs_benedict,escargots,falafel,filet_mignon,fish_and_chips,foie_gras,french_fries,french_onion_soup,french_toast,fried_calamari,fried_rice,frozen_yogurt,garlic_bread,gnocchi,greek_salad,grilled_cheese_sandwich,grilled_salmon,guacamole,gyoza,hamburger,hot_and_sour_soup,hot_dog,huevos_rancheros,hummus,ice_cream,lasagna,lobster_bisque,lobster_roll_sandwich,macaroni_and_cheese,macarons,miso_soup,mussels,nachos,omelette,onion_rings,oysters,pad_thai,paella,pancakes,panna_cotta,peking_duck,pho,pizza,pork_chop,poutine,prime_rib,pulled_pork_sandwich,ramen,ravioli,red_velvet_cake,risotto,samosa,sashimi,scallops,seaweed_salad,shrimp_and_grits,spaghetti_bolognese,spaghetti_carbonara,spring_rolls,steak,strawberry_shortcake,sushi,tacos,takoyaki,tiramisu,tuna_tartare,waffles
lobster_bisque,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,3,14,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,1,0,1,150,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lobster_roll_sandwich,1,1,0,1,0,0,0,0,0,0,1,3,1,0,0,1,1,1,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,2,0,0,2,0,0,1,1,0,0,4,0,7,2,0,0,0,0,139,0,0,0,0,1,0,0,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,4,1,0,0,0
macaroni_and_cheese,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,7,0,1,4,1,3,2,0,0,0,1,1,1,0,0,0,0,0,2,1,0,124,0,2,1,0,2,0,0,0,1,0,0,0,2,3,0,5,0,1,0,4,0,11,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0
macarons,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,1,2,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,170,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
miso_soup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,0,1,0,5,0,0,0,169,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mussels,0,0,0,0,0,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,168,0,0,0,6,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
nachos,1,0,0,0,0,4,0,2,1,2,1,3,0,1,0,5,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,2,0,0,0,0,4,1,0,3,0,0,0,2,10,1,2,0,0,0,0,0,0,0,103,0,1,2,1,4,0,0,1,0,2,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,11,4,0,0,1
omelette,2,0,3,0,1,1,0,0,0,14,1,1,2,2,0,0,0,0,0,3,0,0,0,0,2,1,0,0,1,0,0,1,0,0,2,1,0,0,2,1,0,0,4,0,0,0,3,1,0,6,3,1,1,2,1,0,7,0,1,1,0,2,6,0,1,1,0,69,0,0,4,4,4,0,0,0,4,2,0,4,5,1,3,0,1,4,0,3,0,1,2,0,1,1,1,1,1,1,1,0,0
onion_rings,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,4,1,1,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0
oysters,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,0,169,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
pad_thai,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,153,2,0,0,0,1,0,1,5,0,0,0,0,0,3,1,1,0,2,0,4,3,0,1,0,0,0,2,0,0,0
paella,0,0,0,0,0,0,0,6,0,0,2,3,1,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,1,1,7,0,0,4,0,0,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,1,1,1,130,0,0,0,0,0,0,4,1,0,0,2,0,5,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0
pancakes,1,0,1,0,0,0,3,0,1,0,0,0,1,0,0,0,1,6,1,1,0,1,1,1,0,0,0,2,1,0,1,1,0,0,0,0,0,1,1,0,0,2,5,1,0,1,1,0,0,3,0,0,1,2,0,0,3,2,0,1,1,0,0,1,0,1,2,3,1,0,0,0,126,0,3,0,1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,3
panna_cotta,2,0,0,0,1,1,1,0,1,0,1,0,1,2,1,0,3,9,0,1,0,3,14,1,4,0,0,3,1,2,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,1,2,0,6,0,1,0,1,0,0,0,0,0,0,0,1,101,0,0,0,0,0,1,0,1,1,2,0,0,2,0,0,0,0,0,0,0,10,1,0,0,2,2,1
peking_duck,0,2,1,0,0,1,1,0,1,1,1,0,0,1,0,1,3,2,1,2,4,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,138,2,0,2,0,2,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0
pho,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,167,0,0,0,0,0,8,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
pizza,1,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,9,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,6,0,2,2,0,0,0,2,0,0,0,0,0,0,0,4,0,148,0,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
pork_chop,0,8,0,1,1,1,1,0,3,0,0,2,0,0,0,0,0,0,3,0,4,1,0,2,0,0,6,0,2,0,0,0,0,0,1,1,0,16,3,10,1,0,4,1,0,0,0,4,0,2,13,0,3,0,0,0,2,1,0,4,0,0,0,0,0,4,0,1,2,0,0,0,0,0,3,0,0,51,3,6,0,2,3,0,2,1,0,1,0,0,0,0,0,14,0,0,0,1,1,4,0
poutine,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,1,1,0,2,0,0,1,0,0,1,1,0,3,1,1,0,2,1,0,0,4,0,0,0,1,0,0,0,2,1,0,0,2,0,0,0,154,0,2,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
prime_rib,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,2,0,0,0,1,0,0,0,0,0,0,2,0,2,2,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,4,0,133,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,2,0,0,0
pulled_pork_sandwich,2,4,1,0,0,0,1,0,0,4,2,2,1,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,2,0,1,0,0,0,0,0,1,0,6,2,0,1,0,0,0,1,1,0,0,8,1,0,0,17,0,4,1,0,1,0,0,5,0,0,0,0,2,1,2,0,2,2,1,0,1,0,0,0,1,0,100,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3,2,2,1,0
ramen,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,4,0,1,3,0,0,1,0,0,0,4,1,0,0,0,1,1,1,0,0,1,24,0,0,0,0,0,135,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
ravioli,1,0,0,1,0,1,1,0,1,1,1,2,0,1,0,2,0,0,4,0,1,0,0,0,6,0,1,1,0,0,0,1,3,0,1,0,0,0,0,2,0,4,0,1,1,1,0,16,3,0,1,0,2,0,2,0,1,2,1,13,2,1,0,0,0,0,1,1,1,0,1,0,0,1,2,4,0,1,1,0,0,7,68,0,4,0,0,7,0,10,1,0,0,2,0,1,1,1,0,2,0
red_velvet_cake,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,10,4,0,1,1,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,136,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,2,0
risotto,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,2,2,0,6,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6,1,0,20,0,0,4,1,0,0,0,0,1,0,0,0,0,0,5,0,0,3,0,0,0,2,2,4,0,1,0,0,0,2,1,0,0,0,5,0,110,0,0,0,0,3,1,0,0,2,1,0,0,1,0,1,0
samosa,1,0,1,0,0,0,2,0,0,3,0,0,0,1,0,0,1,1,2,3,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,8,1,0,0,0,0,0,0,2,1,0,2,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,142,0,0,0,1,0,0,7,0,0,0,0,1,0,0,0
sashimi,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,0,166,1,1,0,0,0,1,0,0,4,1,1,0,0,2
scallops,1,0,1,1,0,2,0,0,1,0,1,1,0,0,0,5,2,0,0,0,0,0,0,0,1,0,8,0,0,0,2,1,0,0,2,2,1,1,0,21,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,1,0,0,0,2,0,1,2,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,9,0,3,0,3,97,0,7,0,1,0,0,0,2,0,1,0,1,0
seaweed_salad,0,0,0,0,1,5,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,2,0,0,0,1,1,167,0,0,0,0,0,0,0,0,0,0,0,0
shrimp_and_grits,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10,0,3,0,1,0,3,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,0,2,0,0,1,30,0,0,4,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,3,0,0,0,0,0,5,1,0,0,1,17,0,12,0,0,6,0,80,0,1,0,0,0,1,0,1,0,3,0
spaghetti_bolognese,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,1,1,1,5,1,0,1,0,0,0,0,1,139,12,0,1,0,0,0,0,1,1,0
spaghetti_carbonara,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,5,2,0,4,0,0,0,1,0,6,164,0,0,0,0,0,0,0,0,0
spring_rolls,2,0,2,0,1,0,0,0,1,4,0,2,1,1,0,3,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,0,0,3,0,0,0,1,1,2,0,1,3,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,8,2,0,0,0,0,0,134,0,0,1,5,1,0,1,0
steak,0,15,0,2,1,4,0,0,0,0,0,0,0,3,1,0,2,1,2,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,2,31,5,6,3,0,2,1,0,0,0,1,0,1,8,0,1,0,0,0,1,0,1,1,0,0,0,1,0,2,0,0,1,0,0,1,0,0,4,0,0,16,0,18,1,1,0,0,1,0,0,2,1,0,0,0,0,43,1,0,0,2,1,0,0
strawberry_shortcake,0,0,0,0,1,1,1,0,0,0,2,0,0,2,1,1,1,15,0,0,0,0,2,0,0,1,1,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,5,0,0,4,1,0,0,0,0,0,0,123,2,0,0,1,2,2
sushi,1,1,3,0,0,0,0,1,0,0,4,3,5,2,2,2,6,0,0,0,0,0,1,0,1,1,0,0,0,1,2,4,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,3,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,1,21,2,0,0,0,0,2,0,0,108,0,1,0,0,0
tacos,1,0,1,0,1,1,0,1,0,5,4,2,1,1,0,7,1,0,2,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,5,0,1,0,0,0,0,0,1,0,0,0,6,0,2,1,2,0,0,1,2,0,2,0,0,6,0,0,0,2,8,0,0,2,5,3,1,0,1,0,0,1,0,0,2,1,0,0,0,1,0,1,0,2,0,1,1,0,0,0,97,3,0,2,0
takoyaki,0,0,0,0,0,0,1,1,0,0,1,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,3,1,0,0,0,2,1,0,2,1,3,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,2,0,0,0,1,0,2,0,0,3,0,0,0,1,2,0,0,1,0,0,0,1,0,0,1,1,2,0,2,0,0,1,0,0,0,1,144,0,1,0
tiramisu,1,0,1,0,0,0,1,0,2,1,1,0,2,0,12,0,1,5,0,0,0,7,15,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,4,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,119,0,2
tuna_tartare,0,1,1,1,11,7,1,0,2,1,6,2,0,3,0,6,4,0,2,0,0,0,1,1,0,1,2,1,0,0,1,0,0,0,0,0,1,2,0,9,1,0,0,2,0,0,1,3,1,0,1,1,1,3,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,3,1,1,1,0,0,0,0,0,3,0,1,3,0,6,1,1,0,0,0,0,2,1,5,0,0,81,0
waffles,1,0,1,0,0,0,0,0,2,0,1,0,3,2,0,0,6,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2,0,0,3,1,0,0,1,1,0,0,4,0,0,1,0,2,2,0,0,1,1,0,1,3,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,6,1,6,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,1,0,0,1,1,122
